Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks
S652431,O62410,C6696,John Doe,amit@gmail.com,+919998825546,Bangalore,,West,600001.0,P5437,,Clothing,62.51816361934201,14.0,4221.339973902669,18639.484645313456,2021-02-20,2020-02-13,1.0,Pending,Road,V928,Mrs. Patel,,R311,1209.5034005447242,642.5127504541197,Warehouse B,Central,Mr. Patel,Low,Card,No,Not Returned,
S648995,O85393,C6570,,,+917578651105,Bangalore,U.K.,South,400001.0,P1575,Charger,Electronics,66.42096729322121,13.0,1242.7503282923385,197133.6253956152,2021-03-28,2022-10-27,7.0,Delivered,Road,V878,Ms. Sharma,Truck,R525,2321.3171458743936,643.2002564090315,Warehouse B,Central,,Low,Credt,No,Not Returned,
S964404,O59122,C7000,,amit@gmail.com,+917147129537,Chennai,UK,North,,P5794,Tablet,,16.021454773452163,1.0,3437.707851730763,189268.7574281701,2024-01-16,2021-07-11,9.0,DELAYED,,V859,,Truck,R174,4600.327884455801,804.0189188740103,Hub C,Central,,,Card,No,,Handle with care
S715495,O31227,C2998,Jane Smith,amit@gmail.com,+917199860242,Chennai,us,South,600001.0,P2836,Mobile,Food,21.627741512488477,1.0,3545.305278534692,110595.09146370171,2024-07-24,2021-09-07,11.0,Cancelled,Air,V521,Mr. Rao,Van,R371,178.809622859355,1165.5978107586586,Warehouse B,North Hub,Mr. Patel,Medium,Online,No,Pending,Delayed delivery
S960896,O27365,C5466,Amit Kumar,jane@,+919114313533,Mumbai,U.K.,South,400001.0,P3158,Tablet,Food,54.49826027424572,17.0,307.5872965880739,33111.50560680302,2024-01-31,2020-06-21,3.0,,Ship,V663,Ms. Sharma,Cargo,R843,8665.19275946971,1463.6602901953722,Warehouse A,Central,Mr. Khan,Low,Online,,Not Returned,Delayed delivery
S228091,O21329,C9365,Li Wei,,+918747919871,Delhi,U.K.,North,400001.0,P9250,Headphones,Electronics,59.99104789170297,11.0,2501.315203724154,105894.7434817643,2025-07-12,2021-07-03,0.0,DELAYED,Road,V449,,Bike,R816,4600.327884455801,575.8247448914356,Hub C,,,High,Debet,No,Pending,
S432391,O73425,C3084,Fatima Noor,john@example.com,+917587345238,Mumbai,us,South,,P4186,Tablet,Clothing,89.53532136755106,0.0,2203.7000871626456,141034.91640095037,2024-12-28,2020-02-02,1.0,Pending,Rail,V987,Mr. Rao,,R799,5943.195907189388,1858.3740533142131,,South Hub,Ms. Verma,Low,Credt,Yes,,
S831315,O86082,C3314,michael brown,jane@,+917140809988,Mumbai,U.K.,West,,P8172,Charger,Accessories,5.000115246598537,,494.0543596261738,72897.15579025428,2023-05-06,2023-07-08,-1.0,,Air,V486,Mr. Lee,Cargo,R773,178.809622859355,731.0664400538368,Warehouse B,North Hub,Mr. Patel,High,Debet,,Pending,
S395598,O42918,C6089,Fatima Noor,,+918595642014,Bangalore,India,North,560001.0,P9007,Charger,Accessories,71.467856328688,13.0,3351.5750642742523,190827.3003922336,2023-11-20,2021-09-01,13.0,Delivered,Air,V584,,Truck,R393,976.3534421699961,1843.1615920235856,Warehouse B,Central,,High,Credt,,Returned,Check packaging
S321356,O49471,C8837,Fatima Noor,jane@,+918682884444,mumbai,U.K.,South,110001.0,P6434,Headphones,Accessories,54.89767279465632,8.0,4318.381124021914,72713.96427958044,2021-11-17,2023-11-12,-5.0,delayed,,V985,Mrs. Patel,Bike,R103,5468.34161852126,92.25671037865781,Warehouse A,North Hub,Mr. Patel,Medium,Card,Yes,Returned,
S700620,O97299,C8180,Jane Smith,amit@gmail.com,+916766549545,,USA,South,600001.0,P5670,Mobile,Clothing,20.000294810704947,7.0,,6111.4382736409925,2021-04-19,2021-09-26,4.0,In Transit,Rail,V531,Ms. Sharma,Van,R770,3732.107672092139,1142.2818193000305,,Central,Mr. Patel,High,Card,No,Returned,
S860577,O78609,C3309,Li Wei,jane@,+916158738968,,U.K.,,560001.0,P4326,Laptop,Clothing,30.809070032750384,7.0,2880.640668942282,183930.7372013707,2024-05-27,2024-02-25,1.0,Delivered,Ship,V190,Mr. Lee,Truck,R649,3845.0863690497854,1035.526119803062,Warehouse B,North Hub,Mr. Patel,Medium,Online,,Not Returned,Check packaging
S688484,O12517,C3342,michael brown,,+919924941734,,India,North,560001.0,P7845,Tablet,Food,96.58038729091865,7.0,2551.014181742006,72713.96427958044,2020-10-16,2025-03-29,11.0,Delivered,Air,V716,,Van,R804,3598.1518415747837,23.390088553611708,,North Hub,Mr. Khan,,UPI,No,Pending,Delayed delivery
S712809,O71192,C8236,Amit Kumar,john@example.com,+918155592692,Mumbai,us,South,560001.0,P6071,Laptop,Food,44.29517312709033,17.0,3619.9653685616213,103270.95873135468,2022-07-24,2020-10-21,12.0,Pending,,V654,Mr. Rao,Van,R840,1092.0050948894086,1000.2208819211337,Warehouse A,Central,Ms. Verma,,Cash,No,Not Returned,Handle with care
S420489,O34277,C3825,michael brown,,+919025717923,Mumbai,USA,North,600001.0,P5517,Charger,Food,32.8703679109448,14.0,1931.0364529917217,21598.497764749005,2020-12-27,2020-08-16,0.0,delayed,Air,V751,Ms. Sharma,Van,R783,6663.056267014754,1808.2833862035131,,South Hub,Ms. Verma,Low,,,Not Returned,Delayed delivery
S818238,O95327,C4122,John Doe,,+919007884258,mumbai,India,South,,P9030,Laptop,,18.748748730416665,16.0,3619.9653685616213,31450.408093751346,2020-02-16,2025-01-19,,,Air,V290,Ms. Sharma,Bike,R688,3598.1518415747837,1666.8263383197436,Warehouse B,Central,Ms. Verma,Medium,Cash,Yes,Returned,
S544053,O66753,C8674,Fatima Noor,john@example.com,+918238381369,Chennai,USA,West,560001.0,P2990,Headphones,Electronics,52.51191652350841,19.0,1400.4722109570012,33976.37038038645,2025-10-15,2020-11-29,14.0,Delivered,Air,V132,Mr. Rao,Bike,R327,8217.077304198368,65.59446973231886,Warehouse A,North Hub,Mr. Khan,Low,UPI,Yes,Pending,
S982149,O98568,C1185,Amit Kumar,amit@gmail.com,+916968710268,Delhi,India,North,,P6771,Tablet,Clothing,31.51525207089639,15.0,307.5872965880739,194596.3121840462,2023-12-04,2020-10-11,-3.0,delayed,,V367,Ms. Sharma,Van,R394,1183.948113343711,740.9701505086177,,North Hub,Mr. Khan,High,Debet,,Not Returned,Delayed delivery
S957456,O74775,C4351,Amit Kumar,,+918480997335,Mumbai,USA,North,400001.0,P8307,Laptop,,5.1218160656397735,4.0,1984.8354527273511,144272.0612889226,2021-06-03,2023-10-24,4.0,In Transit,,V590,Mr. Lee,Truck,R812,8607.49252558509,65.59446973231886,,North Hub,,Medium,,Yes,Pending,Delayed delivery
S680981,O28501,C5748,Jane Smith,john@example.com,+918122507003,Delhi,,North,,P4762,Charger,Accessories,70.95322149070653,0.0,843.7059873305701,61620.033408472336,2024-06-16,2023-09-21,2.0,Cancelled,Road,V719,,Bike,R648,7599.699296509487,1565.312684155129,Warehouse A,Central,Mr. Khan,Low,Online,No,Pending,Check packaging
S484127,O69633,C7851,Fatima Noor,amit@gmail.com,+917000858116,Mumbai,UK,,400001.0,P5395,Headphones,Accessories,70.83230571283791,7.0,1428.488157411806,,2024-10-25,2024-07-07,-4.0,Delivered,Ship,V335,Mr. Rao,Cargo,R278,9138.029149244574,897.122186648256,,,,High,Cash,No,Not Returned,
S869143,O91071,C3514,Amit Kumar,,+918118951160,mumbai,india,South,560001.0,P2370,Laptop,,56.347081158164876,3.0,4283.776422510859,47175.32970533122,2020-09-28,2023-12-04,-3.0,,Air,V964,,Van,R582,1084.9684005823767,1856.787136809132,Warehouse B,Central,Mr. Khan,Low,Credt,No,Returned,
S441133,O41234,C5914,,jane@,+918919852366,Mumbai,India,North,400001.0,P4822,Charger,Furniture,5.000115246598537,12.0,3608.3771607748636,192457.5094672196,2023-02-18,2024-11-25,-4.0,,Road,V168,Mr. Rao,Truck,R482,8337.45315727269,575.8247448914356,Hub C,Central,,Medium,,Yes,Pending,Delayed delivery
S496501,O83799,C1521,,amit@gmail.com,+919001426985,mumbai,USA,South,110001.0,P5841,Charger,Clothing,47.48538505361395,14.0,4018.205925899916,190827.3003922336,2022-05-05,2021-06-09,9.0,,Rail,V554,Mrs. Patel,Truck,R219,5719.099566952399,1045.618889312698,Hub C,South Hub,Ms. Verma,Low,UPI,Yes,Not Returned,Handle with care
S135852,O20876,C1223,Li Wei,john@example.com,+919526234906,Mumbai,us,North,600001.0,P3162,Laptop,Electronics,44.29517312709033,8.0,2880.640668942282,189268.7574281701,2025-05-07,2022-02-18,8.0,,,V275,Mr. Lee,Truck,R585,8170.9595009805425,1035.526119803062,Warehouse A,,Mr. Patel,High,Credt,Yes,,Check packaging
S481024,O29713,C8938,John Doe,amit@gmail.com,+919070330382,Mumbai,USA,,400001.0,P2979,Mobile,Electronics,66.42096729322121,15.0,833.9464516195411,31450.408093751346,2020-02-20,2023-01-05,-5.0,,,V314,Mr. Rao,,R205,5513.3751846654795,1565.312684155129,Hub C,,Ms. Verma,Low,Online,,Returned,Delayed delivery
S908586,O10578,C5542,,john@example.com,+916322777915,Mumbai,,North,,P9920,Charger,Accessories,6.972633502035312,9.0,2203.7000871626456,110595.09146370171,2023-01-12,2020-03-11,0.0,delayed,Air,V339,Mr. Lee,Cargo,R327,8481.274237271986,433.1428677108873,Hub C,Central,Mr. Patel,Low,Online,,,
S246301,O36957,C1358,Li Wei,john@example.com,+917361690061,mumbai,U.K.,,400001.0,P5084,Tablet,,6.279319410735846,14.0,2899.960714059048,179436.94651928847,2022-07-16,2020-08-04,-4.0,DELAYED,Air,V589,Mr. Rao,Bike,R933,8621.622056807979,523.8880632416447,Hub C,Central,Mr. Patel,High,Cash,Yes,Pending,
S915246,O82158,C4902,michael brown,,+919866065864,Chennai,India,South,,P1965,Tablet,,71.467856328688,3.0,4217.694349370825,,2020-07-15,2024-03-07,-1.0,,Road,V403,Mr. Rao,Cargo,R666,1614.6383821861866,713.1551668397186,Hub C,,,,UPI,No,Not Returned,
S785163,O84329,C2685,John Doe,jane@,+918997358354,Bangalore,us,,400001.0,P2547,Mobile,,73.3333972102348,7.0,3619.9653685616213,190358.3469061544,2020-04-19,2021-11-06,1.0,delayed,Rail,V434,Ms. Sharma,Bike,R629,2231.7611095343395,642.5127504541197,,South Hub,,Low,Card,No,Returned,
S647335,O24265,C3712,,john@example.com,+919671582659,,U.K.,North,,P1819,Headphones,Food,89.53532136755106,17.0,3619.05414454862,60987.13870572674,2021-11-17,2022-12-10,-4.0,,Rail,V895,Mr. Rao,Bike,R185,5630.916918983429,1097.1244178130758,Hub C,North Hub,Mr. Khan,Low,Online,Yes,Not Returned,Handle with care
S370001,O93475,C8878,michael brown,,+919495119520,Bangalore,UK,West,400001.0,P7957,Tablet,,,7.0,3897.80055290155,10057.478730660614,2024-02-09,2020-07-02,10.0,,Ship,V135,Ms. Sharma,Truck,R873,7015.422873397185,333.7242436247887,Hub C,Central,Ms. Verma,Medium,Card,No,Not Returned,Check packaging
S144823,O21342,C8834,michael brown,amit@gmail.com,+918221554947,mumbai,,West,560001.0,P5072,Mobile,Accessories,80.31859958502694,5.0,2860.8017943795635,154723.2036324777,2024-09-16,2021-07-23,-2.0,In Transit,Road,V571,,,R544,1092.0050948894086,1165.5978107586586,Warehouse A,,,High,Card,,Returned,Delayed delivery
S878798,O32428,C5313,Amit Kumar,jane@,+919593045093,,India,,400001.0,P5853,Headphones,Food,59.99104789170297,5.0,547.4490582367825,141034.91640095037,2020-02-26,2025-05-28,1.0,Cancelled,Air,V703,Mrs. Patel,Van,R732,1209.5034005447242,731.0664400538368,,North Hub,Mr. Patel,Medium,Cash,,Not Returned,Delayed delivery
S656572,O91168,C5067,Li Wei,amit@gmail.com,+918928643949,Bangalore,us,South,560001.0,P4034,Charger,Food,63.93696839984371,4.0,843.7059873305701,7967.942200681889,2023-05-15,2021-09-23,-2.0,,Ship,V894,Ms. Sharma,Cargo,R842,8553.133890518824,1335.386338333092,Warehouse B,Central,Ms. Verma,High,UPI,No,Pending,
S931729,O44968,C2455,Fatima Noor,amit@gmail.com,+916715235051,Delhi,india,South,,P6658,Charger,Electronics,52.713264947407666,14.0,4018.205925899916,148242.9734891228,2020-07-12,2025-06-11,-4.0,Cancelled,Air,V604,Ms. Sharma,,R397,3732.107672092139,1678.0809125988496,Hub C,North Hub,Ms. Verma,High,Online,,Returned,Delayed delivery
S205505,O36003,C3688,Li Wei,jane@,+917238986875,Mumbai,U.K.,South,560001.0,P9558,Mobile,Clothing,88.77766788634449,9.0,2365.3517753308106,190827.3003922336,2022-11-16,2024-11-04,2.0,delayed,Ship,V864,Mr. Lee,Van,R698,6590.437715337587,174.41347662778423,Hub C,Central,Ms. Verma,Medium,Card,,Not Returned,
S309329,O33790,C7603,michael brown,john@example.com,+917580430299,,india,North,110001.0,P4172,Laptop,Food,77.2413994952516,3.0,582.118253691674,188993.68719476004,2024-10-24,2023-02-15,5.0,Cancelled,Ship,V681,Ms. Sharma,Bike,R891,4988.932744170654,826.8818712012421,,South Hub,Mr. Patel,High,,Yes,,Handle with care
S852274,O38030,C2313,Fatima Noor,amit@gmail.com,+916992103450,Chennai,,South,560001.0,P8141,Tablet,Furniture,93.98014468563682,9.0,838.5720371470828,87698.0352941312,2023-11-23,2021-01-06,13.0,Delivered,Road,V900,Ms. Sharma,Bike,R747,9505.59236698481,1779.5949701260106,Warehouse B,North Hub,Ms. Verma,,,,Returned,Delayed delivery
S215074,O82429,C4391,Fatima Noor,,+916226733990,Chennai,,South,,P7229,Laptop,Clothing,6.824055853459352,14.0,838.5720371470828,12163.06652983601,2025-08-28,2022-03-07,13.0,,,V232,,Cargo,R801,3219.920605891895,1248.440027973224,Warehouse A,South Hub,Mr. Patel,High,Cash,,Not Returned,Check packaging
S365243,O91771,C1298,michael brown,,+916055825586,Mumbai,,South,,P5791,Mobile,Accessories,30.772103174474005,8.0,3608.3771607748636,14882.343104953283,2021-04-10,2020-02-29,2.0,Delivered,Air,V836,Ms. Sharma,Van,R974,4582.846229073827,796.33515645962,,North Hub,Mr. Patel,Medium,,Yes,Not Returned,Handle with care
S955705,O48607,C9626,John Doe,jane@,+916672535638,,us,,560001.0,P6172,Tablet,Electronics,3.029203111037471,13.0,2935.617099354375,72897.15579025428,2022-10-20,2023-03-18,4.0,delayed,Rail,V107,Mr. Rao,Truck,R412,1183.948113343711,309.92670108277554,Hub C,Central,Ms. Verma,High,Cash,No,,Handle with care
S449962,O38226,C5256,Jane Smith,,+918186965876,Bangalore,India,,110001.0,P5526,Tablet,Accessories,96.97367046257358,18.0,1955.8260882103048,1631.4072913987538,2020-02-28,2024-07-10,-5.0,In Transit,Road,V178,Mr. Rao,Van,R625,2321.3171458743936,385.69279028999273,Warehouse B,Central,Mr. Khan,Low,,Yes,Pending,Handle with care
S620345,O37709,C8948,michael brown,jane@,+919382913535,,U.K.,South,110001.0,P3369,Mobile,Accessories,14.379639134878163,17.0,2421.167471465411,,2024-04-26,2020-01-09,5.0,,,V810,,,R265,1614.6383821861866,151.0244465801482,Warehouse B,North Hub,Mr. Patel,High,Cash,,Pending,
S687859,O61204,C7823,,amit@gmail.com,+916116402258,Delhi,,South,400001.0,P5297,Laptop,Furniture,45.878963429595075,16.0,4256.863571377221,126046.97541719936,2024-11-16,2022-05-21,4.0,delayed,Road,V983,Ms. Sharma,Cargo,R410,4582.846229073827,1006.8520125604367,Warehouse B,South Hub,Mr. Patel,High,Debet,No,,Delayed delivery
S669377,O20571,C3010,John Doe,john@example.com,+916737827306,mumbai,us,North,110001.0,P1625,Mobile,Clothing,95.09607348778665,14.0,4624.872973105552,179436.94651928847,2021-10-29,2024-02-05,14.0,,Air,V739,,Truck,R124,8217.077304198368,1861.9599008559658,Warehouse B,South Hub,Mr. Patel,,Cash,No,Returned,Handle with care
S158717,O15135,C1851,Li Wei,amit@gmail.com,+919450696796,Delhi,UK,North,,P7934,Charger,Clothing,52.713264947407666,2.0,3316.075935425896,92774.50402594825,2021-12-28,2025-05-08,0.0,In Transit,Ship,V160,Mrs. Patel,Van,R890,3653.713054879444,1843.1615920235856,Warehouse A,,Ms. Verma,Low,Cash,Yes,Not Returned,Check packaging
S436373,O27885,C7004,Amit Kumar,jane@,+917752827053,,UK,West,110001.0,P4077,Laptop,Clothing,18.591584237106513,12.0,1242.7503282923385,49172.273018740205,2023-06-21,2023-12-04,7.0,Cancelled,Rail,V389,Mr. Rao,Truck,R912,9138.029149244574,151.0244465801482,Warehouse B,South Hub,,Medium,Debet,No,Pending,
S556353,O43209,C3355,Jane Smith,jane@,+917424779111,Mumbai,India,East,110001.0,P2097,,Food,90.97738000683881,14.0,4232.453207992935,90097.76479821977,2020-12-23,2023-08-31,-1.0,DELAYED,Rail,V218,,Van,R463,2231.7611095343395,1858.3740533142131,Warehouse B,Central,Mr. Patel,Medium,Card,,,Check packaging
S386385,O99385,C1767,John Doe,jane@,+916938277205,Bangalore,USA,West,110001.0,P1137,Charger,,14.521960384988883,8.0,4018.205925899916,169264.584847676,2021-03-09,2023-07-27,11.0,Cancelled,,V773,,Bike,R650,6330.570851172699,1856.787136809132,,,Mr. Khan,,Cash,,Not Returned,Handle with care
S486723,O85842,C9236,Fatima Noor,jane@,+919301973603,,india,,400001.0,P4826,,Clothing,89.53532136755106,9.0,405.85280027006627,126046.97541719936,2023-10-02,2025-02-05,,Cancelled,Ship,V710,Mr. Lee,Cargo,R514,7392.572989838913,1961.602136056614,Warehouse B,South Hub,Mr. Khan,Medium,Cash,Yes,,Handle with care
S685513,O19516,C5213,Amit Kumar,john@example.com,+916129509085,Delhi,,South,400001.0,P7422,Laptop,Clothing,47.48538505361395,15.0,3897.80055290155,72713.96427958044,2024-04-29,2022-09-09,10.0,Delivered,,V422,,,R331,3845.0863690497854,860.6044895169268,Warehouse A,South Hub,Mr. Khan,,Debet,,Not Returned,Delayed delivery
S702447,O23051,C2142,John Doe,john@example.com,+918722791692,Bangalore,india,North,400001.0,P4759,Tablet,Clothing,18.748748730416665,1.0,912.2019229319939,149908.959129698,2022-02-17,2021-10-05,8.0,Delivered,,V543,Mr. Lee,Bike,R232,9138.029149244574,713.1551668397186,Warehouse B,North Hub,Mr. Khan,Medium,Card,No,Not Returned,
S550992,O93041,C6600,John Doe,,+919006469036,Delhi,UK,East,110001.0,P8828,Tablet,Furniture,56.347081158164876,5.0,247.93133754931196,189658.9030926553,2023-11-01,2025-03-18,-4.0,delayed,Rail,V674,Ms. Sharma,Truck,R231,8565.430963853194,804.0189188740103,,,Mr. Patel,High,Cash,,,
S354994,O98601,C9654,Amit Kumar,,+916536895221,,India,,,P7897,Laptop,,27.49922866150264,17.0,3265.154337309377,131061.78180224224,2020-01-02,2020-08-06,0.0,delayed,Road,V421,Mr. Rao,Truck,R628,9138.029149244574,1000.2208819211337,Warehouse B,North Hub,Mr. Patel,Medium,Online,,Not Returned,Check packaging
S699103,O34852,C3231,Fatima Noor,jane@,+916508249702,Chennai,UK,South,600001.0,P6816,Charger,Furniture,0.0,11.0,2700.135729141203,95960.8310986921,2021-08-15,2023-03-25,12.0,Pending,Rail,V465,Mr. Lee,Bike,R623,2530.987075191979,1939.5087039777627,Warehouse B,North Hub,Mr. Khan,Medium,Debet,No,Not Returned,
S575999,O88204,C3287,Amit Kumar,john@example.com,+916017415854,mumbai,UK,West,400001.0,P5519,Charger,,68.5811861379596,7.0,3265.154337309377,50746.4205647399,2021-11-12,2021-06-24,10.0,DELAYED,Road,V564,Mr. Rao,Truck,R393,1209.5034005447242,1843.1615920235856,Hub C,North Hub,,,,,Not Returned,
S989478,O29441,C7460,Fatima Noor,jane@,+918120839275,,us,East,400001.0,P6408,Tablet,Furniture,52.713264947407666,8.0,2501.315203724154,62335.441039422105,2024-10-26,2024-09-15,-1.0,Pending,,V548,Mrs. Patel,Van,R697,2231.7611095343395,168.366458425427,,,Mr. Patel,Medium,Cash,,Pending,
S234086,O81424,C9611,Li Wei,john@example.com,+918609189641,Bangalore,us,South,400001.0,P7474,Tablet,Food,49.63266183825688,8.0,4932.496363399561,188993.68719476004,2020-02-15,2021-08-28,-1.0,Delivered,Rail,V905,Ms. Sharma,Van,R530,3495.816486209194,1229.7417935193005,Hub C,,Ms. Verma,Low,UPI,No,Not Returned,Delayed delivery
S750822,O56460,C1223,,jane@,+917142956773,mumbai,USA,South,600001.0,P1882,Headphones,Electronics,30.809070032750384,13.0,4221.339973902669,189268.7574281701,2020-02-08,2022-04-25,11.0,,,V474,Mr. Rao,Cargo,R105,4839.546420163297,1009.2353840107953,Warehouse A,Central,Mr. Khan,Medium,Card,Yes,Not Returned,Handle with care
S612514,O64147,C3610,michael brown,jane@,+917358585428,Bangalore,USA,,400001.0,P8292,Charger,,35.996956006012134,2.0,2365.3517753308106,131243.56931081213,2022-11-26,2022-12-23,7.0,In Transit,Air,V936,Mr. Rao,Truck,R484,363.91147683697153,713.1551668397186,Hub C,Central,Mr. Khan,High,UPI,No,,Handle with care
S968413,O34885,C2115,,,+916235654600,Delhi,UK,,400001.0,P5558,Laptop,Accessories,14.379639134878163,10.0,3034.5907719184906,155284.49953043126,2024-12-01,2023-09-02,4.0,Delivered,Rail,V636,Mr. Rao,Truck,R306,8231.461695455953,1756.9267606299247,Hub C,South Hub,Mr. Khan,Low,,Yes,Pending,Check packaging
S698345,O46793,C6752,Li Wei,,+916409552880,Bangalore,UK,West,560001.0,P2941,Headphones,Electronics,3.029203111037471,13.0,2365.3517753308106,196302.5874917136,2025-07-10,2020-04-30,4.0,,Ship,V131,Mr. Rao,,R867,9138.029149244574,796.7421056073109,Warehouse B,South Hub,Ms. Verma,High,Card,No,Returned,Handle with care
S498847,O28686,C9187,michael brown,jane@,+917137847069,Delhi,U.K.,North,110001.0,P8615,Tablet,Clothing,77.62571592443089,12.0,1955.8260882103048,56302.18553258772,2022-06-05,2021-02-22,1.0,In Transit,Road,V645,Mr. Rao,Van,R598,7392.572989838913,151.0244465801482,Warehouse B,North Hub,Ms. Verma,High,Debet,Yes,Returned,Check packaging
S110028,O64329,C5538,Fatima Noor,,+918136717425,Bangalore,India,East,400001.0,P8941,Mobile,Food,86.37879087462156,4.0,4682.214831470374,121583.50871196765,2023-09-23,2021-03-02,-5.0,delayed,Air,V638,Mr. Rao,Truck,R836,5625.156091417433,92.25671037865781,Hub C,North Hub,Mr. Patel,High,Cash,,Not Returned,
S808817,O32609,C2276,michael brown,amit@gmail.com,+919067451230,Bangalore,India,,,P4646,Charger,Electronics,54.89767279465632,15.0,3437.707851730763,38876.644399990495,2024-01-08,2025-10-22,-5.0,,Road,V123,,Van,R683,8138.8390000480385,1456.7019584324769,Hub C,North Hub,Mr. Patel,,UPI,No,Pending,
S401770,O48992,C5791,Li Wei,amit@gmail.com,+918683164990,Bangalore,USA,East,,P6089,Mobile,Furniture,12.642804367055493,14.0,1242.7503282923385,54617.57490162202,2022-08-15,2022-01-14,2.0,In Transit,,V360,Mrs. Patel,Van,R346,6233.498867203423,796.33515645962,Warehouse B,Central,Mr. Patel,Low,UPI,Yes,Returned,Delayed delivery
S798504,O23612,C5818,Jane Smith,amit@gmail.com,+916381326490,Mumbai,India,West,560001.0,P7556,Headphones,Electronics,77.21123440547882,4.0,3897.80055290155,94641.0785219888,2020-10-27,2022-10-27,-4.0,DELAYED,Road,V108,Mrs. Patel,Bike,R159,1614.6383821861866,685.8229713419096,Warehouse A,North Hub,Ms. Verma,,Debet,No,Returned,Handle with care
S978259,O71126,C3467,michael brown,amit@gmail.com,+917408395487,Bangalore,USA,South,560001.0,P6526,Laptop,Furniture,62.51816361934201,13.0,2501.315203724154,32793.98709345699,2021-02-25,2021-07-22,13.0,Cancelled,Air,V292,Mr. Rao,Bike,R714,7342.820680526852,419.635431707086,Warehouse B,North Hub,Mr. Khan,,,Yes,Returned,
S372071,O27559,C3051,Jane Smith,john@example.com,+917072445370,mumbai,UK,West,600001.0,P3839,Charger,Accessories,93.98014468563682,9.0,1984.8354527273511,31450.408093751346,2023-04-12,2020-07-26,-5.0,Cancelled,Rail,V592,Mr. Rao,Truck,R697,7089.92075935827,1666.8263383197436,,Central,Mr. Patel,Medium,Online,,Returned,Delayed delivery
S680014,O81558,C5374,Amit Kumar,amit@gmail.com,+919544362366,Mumbai,india,East,600001.0,P5952,Mobile,Accessories,77.62571592443089,6.0,3316.075935425896,189658.9030926553,2022-06-27,2023-09-20,0.0,DELAYED,Ship,V282,Mrs. Patel,Bike,R108,9505.59236698481,1939.5087039777627,Warehouse B,Central,,,Online,No,Returned,
S220052,O95551,C7791,Amit Kumar,john@example.com,+918564291199,Bangalore,,East,600001.0,P4978,Mobile,Food,6.824055853459352,8.0,3437.707851730763,103270.95873135468,2020-09-20,2024-06-28,13.0,Cancelled,Air,V287,,Van,R189,586.5309851562531,183.36582981200672,,,,High,,Yes,,Delayed delivery
S844061,O15345,C3655,,amit@gmail.com,+919880941290,Delhi,U.K.,West,400001.0,P1553,Charger,,14.521960384988883,0.0,394.1316242533175,136546.12686932215,2023-12-13,2022-03-15,1.0,delayed,Ship,V698,Mrs. Patel,Bike,R715,9984.617643071222,573.7657680312049,,Central,Ms. Verma,Medium,Credt,Yes,Returned,Check packaging
S439262,O49482,C1996,,john@example.com,+917372210607,Delhi,india,South,600001.0,P3050,Laptop,Food,81.638412131256,7.0,2935.617099354375,191096.88251139285,2020-04-13,2024-08-06,0.0,delayed,Air,V973,,Cargo,R495,,523.8880632416447,Hub C,Central,Ms. Verma,High,Online,,Pending,
S372315,O28828,C5283,John Doe,john@example.com,+919994754023,mumbai,india,North,,P4652,Charger,,6.824055853459352,11.0,4323.3523984833655,171743.22888578053,2020-08-31,2023-04-07,13.0,In Transit,Ship,V915,,Van,R690,6730.004134188153,433.1428677108873,Warehouse A,Central,Ms. Verma,Medium,Debet,No,Not Returned,Check packaging
S484924,O12257,C4065,Fatima Noor,jane@,+916354324198,Chennai,U.K.,West,,P4780,Mobile,Food,98.69525019175147,16.0,1242.7503282923385,183271.34340878917,2023-09-24,2024-03-03,-1.0,,Ship,V958,Mr. Lee,Van,R266,2321.3171458743936,107.63480635290375,Hub C,,Mr. Khan,High,Online,Yes,Pending,Delayed delivery
S754596,O95754,C2357,Fatima Noor,john@example.com,+916231521492,Mumbai,,,400001.0,P1686,Charger,Accessories,7.867442847541991,13.0,2203.7000871626456,6111.4382736409925,2021-04-09,2022-05-19,5.0,Delivered,Road,V226,Mrs. Patel,Bike,R836,,1248.440027973224,,,Ms. Verma,Medium,Card,,Pending,Check packaging
S509907,O37272,C7858,John Doe,amit@gmail.com,+916003205677,mumbai,U.K.,North,600001.0,P8053,Tablet,,82.95938216061697,8.0,1644.0594195786612,72713.96427958044,2022-01-20,2024-04-21,12.0,Pending,Rail,V939,,Truck,R388,352.5252197417602,1248.440027973224,Warehouse B,Central,Ms. Verma,,,Yes,Pending,
S880402,O13212,C4264,Jane Smith,,+917490964162,mumbai,USA,South,,P9608,Mobile,Clothing,18.748748730416665,1.0,2365.3517753308106,128829.12309077912,2020-05-31,2023-07-03,0.0,Delivered,Road,V936,,Cargo,R672,9938.558586707504,579.5517679876584,,North Hub,Mr. Patel,,Credt,No,Not Returned,
